,product_name,product_review,user_rating
27,Marshmallow Handjee,I can’t say enough about this. The bourbon barrel and the vanilla beans are balanced to perfection. The sweetness is cut by the smooth velvet flavor. World class beer and one of the best vanilla stouts out there. It’s one of those beers you must seek out once. Or many times.,5
28,Marshmallow Handjee,The Best. It really doesn't disappoint. The vanilla works flawlessly with the barrel presence and the base beer. I chased this for a long time and trying it was worth the wait.,5
29,Marshmallow Handjee,I've had a few different years of this and they're all fantastic. It's worth the drive to Indiana to have a chance at landing it. I've had the last few years of this and they're all superb.,4.63
30,Marshmallow Handjee,"2019 Handjee, poured from cellar temp into a plastic glass. Shared with friends spread out in my backyard",4.43
31,Marshmallow Handjee,"2019 Vintage
L - Pitch black. Looks like motor oil. Small amount of light brown head
S - Vanilla infused brownie batter that has been marinating in bourbon
F - Silky, thick
T - Vanilla upfront followed by a bourbon soaked brownie ball. An incredibly long finish that is followed up with some heat from the barrel
O - A beer that lives up to the hype. Absolutely worth the price of admission.",4.98
32,Marshmallow Handjee,"I am going to start off by saying I like this beer and would happily have it again, but the number 2 beer in the world? Not a chance! Shimmering jet black with a brown cap that fades into a ring. The nose is the star of the beer: huge vanilla and bourbon, toasty rustic oak, dark chocolate fudge, roasted malts, date, a hint of coffee, brown sugar and molasses. Taste really does well to accentuate the tannins in the wood with the bourbon and vanilla as the excavators, maltwork is robust and characteristic of the base, sweet dark lord flavors that were detected in the nose poke through, on the sweeter side of the style for sure. Feel is very warm, full, heavy, viscous, and robust without getting syrupy, wonderful but sweeter feeling, barrel character is great. The best variant yet I have tried",4.59
33,Marshmallow Handjee,"This is the most ridiculously well-tasting beverage I've tasted in my entire life. Lots of massive chocolate, non-synthetic marsmallow, vanilla, bourbon- thick body. Insane! Both 2018 and 2015.",5
34,Marshmallow Handjee,It's nothing short of absolute perfection. It's like drinking a liquid velvet smore complete with campfire smoke. Love the stuff just wish it wasn't so impossible to get ahold of.,5
35,Marshmallow Handjee,2018 version poured into a tulip. This beer deserves every bit of hype associated with it in my opinion. Wonderfully thick. Marshmallow and chocolate delight with booze knocking on the door. I hope I have another chance to try this beer sometime.,5
36,Marshmallow Handjee,"Wow was this overrated. I couldn't beleive it when I saw that this was my variant. Had a blind BBA Vanilla beer tasting with family. Handjee, Bourbon County Vanilla, Fundamental Observation, Vlad Vanilla & French Vanilla Militia.
1. FO
2. BCV
3. Handjee
4. Vlad
5. FVM",4
37,Marshmallow Handjee,Tastes like burnt Vanilla Coke aged in gasoline barrels.,3.77
38,Marshmallow Handjee,Tastes like a barbeque pork chop dipped in vanilla icing. I do not understand this beer or the hype. I will not be hunting any more dark lord variant. Pass.,3.88
39,Marshmallow Handjee,"Jet black pour, dark tan head. The base Dark Lord aromas plus heavy vanilla and some oak. Wow.",4.74
40,Marshmallow Handjee,"Split the 2018 version with 2 friends. I'll blame the perpetual hype but IMHO this was just a pretty good vanilla stout. Not 5 times better than FO, certainly not 2-3 times as good as Henna marshmallow. Yes the vanilla balance was perfect but honestly it started to wobble a bit as it warmed up. Not worth the price tag, hoping for a different variant this year.",4.42
41,Marshmallow Handjee,2017 vintage; drank 6/2/17 @ Harvest Hop Haus.,4.92
42,Marshmallow Handjee,"For purposes of the review, both 2017 and 2018 were sampled together.",5
43,Marshmallow Handjee,"L: pours thick and pitch black with no head
S: marshmallow, vanilla, chocolate and barrel. Mighty fine
T: just like the nose and all in harmony
F: smooth, thick and creamy
O: world class",4.9
44,Marshmallow Handjee,2018 vintage. About six months from bottling.,4.35
45,Marshmallow Handjee,Can cross this whale off the list! Mouthfeel on this beer is outstanding. If you have a chance to sample or get this beer I highly recommend it for sure!,4.94
46,Marshmallow Handjee,750 into a fff teku,4.96
47,Marshmallow Handjee,"Smells great, mouthfeel great.
Sweet sweet sweet. It is delicious. But i found, though delicious, it might be objectionable to drink a full glass due to the level of sweetness. I didn't get any barrel, mostly residual sugars. Nice beer, I don't find it elite.",4.59
48,Marshmallow Handjee,"2018 bottle(silver wax). The hype is real! Been wanting this for as long as I can remember. Glad I finally got a chance to try a hefty pour at a nice share. It stole the show around a bunch of BIG beers. It’s crazy how much this tastes like toasted marshmallow fluff. Zero heat, and smooth as hell.",4.99
49,Marshmallow Handjee,"Everything I love about barrel aged stouts. Thick, oily, coats the glass. Smells sweet, but not overly so. The taste follows with sweetness, barrel oak/vanilla flavors. Not overly sweet, with enough heat to balance it perfectly. (2017 Handjee)",4.94
50,Hunahpu's Imperial Stout - Double Barrel Aged,"This amazing beer combines tobacco, peppers, vanilla, and what tastes like brandy into the quintessential barrel aged beer that pours perfectly and combines amazing mouthfeel, carb and taste",4.75
51,Hunahpu's Imperial Stout - Double Barrel Aged,2016 Vintage - Drank 02/24/21,4.15
52,Hunahpu's Imperial Stout - Double Barrel Aged,"Bottle @ 10K + OT. Thanks, Jake. Black in color without much/any head. Crazy marshmallow and graham cracker nose. Lots of cinnamon, chocolate, and vanilla. Light spice, slight fruity brandy, and some caramel. Tastes like smores and cinnamon toast crunch. Crazy marshmallow, chocolate, and cinnamon. Dark chocolate, vanilla, and a subtle chile spiciness. Really solid.",4.29
53,Hunahpu's Imperial Stout - Double Barrel Aged,"Tasted this double barrel aged multiple times for multiple years. This is an excellent stout that I welcome drinking just about any time I'd like a stout. However, this is simply not a 100 point beer. I'm convinced that the score for this beer is the result of scoring by locals employing local hype. But, very good beer none the less.",4
54,Hunahpu's Imperial Stout - Double Barrel Aged,"After 500+ stouts, this one is easily top 5. A bar to measure all other BA adjunct stouts (for me). Everything is spot on. Sweet-but-not-too-sweet, super balanced adjuncts, barrel-but-not-too-much-barrel, thick-but-not-THICC, etc.",4.9
55,Hunahpu's Imperial Stout - Double Barrel Aged,Thanks to my new friends at the Cycle Barrel Aged Day bottle shared.,4.74
56,Hunahpu's Imperial Stout - Double Barrel Aged,"This one pours a fairly dark black color, with a small head, and a little bit of lacing.",4.09
57,Hunahpu's Imperial Stout - Double Barrel Aged,"Pours motor-oil black with minimal head. Nose is seriously off, like a cross between an ashtray and burnt sesame candy. Booze is there, too, but largely overpowered. Taste is extremely muddled. Peppery spice, smokiness, minimal barrel presence, with a lot less sweetness than expected from the rum/apple brandy combo. Flavors blend much more pleasantly in the taste than the smell, the mouthfeel is pleasantly thick, but overall this was a real letdown.",3.8
58,Hunahpu's Imperial Stout - Double Barrel Aged,"B2, shared amongst friends.",4.26
59,Hunahpu's Imperial Stout - Double Barrel Aged,Appearance - The beer poured a silky black color with a dark mocha colored head.,4.6
60,Hunahpu's Imperial Stout - Double Barrel Aged,"This is such a big beer and there is so much going on, it is great, but you can only consume about 4 oz before you're done or you get diabetes. Let's calm down on the ratings a little bit",4.01
61,Hunahpu's Imperial Stout - Double Barrel Aged,2016 batch (#2) reviewed.,4.2
62,Hunahpu's Imperial Stout - Double Barrel Aged,"Black color with dark mocha head. Aroma is really spice forward with lots of cinnamon, rum and booze. Taste is desserty with fudge, chili, cinnamon and some heat on the finish. Full bodied, smooth mouthfeel. Quite nice but not such a huge step ahead of the regular.",4.55
63,Hunahpu's Imperial Stout - Double Barrel Aged,"Tasted from bottle. Pours black with beige head. Tasted against regular 16 Huna and 17 Bourbon BA Huna. Aroma of cinnamon, rum, almost a little nutty, some fruity notes and apple. Moderate to heavily sweet with mild bitterness. Lots of cinnamon, caramel, toffee, some chocolate and finishes with a moderate chili burn. You do get some rum barrel sweetness and just a hint of brandy. More intense and complex than the Huna and Bourbon Huna. Excellent!",4.68
64,Hunahpu's Imperial Stout - Double Barrel Aged,"Pours a jet engine oil dark body with a mocha-hued head. The cacao and spice come aromas are strong, along with the booziness from the brandy and rum barrels. The taste is like no other stout I've had. Brandy and rum blend together nicely to add some complexity to the richness of the nibs. The chiles and cinnamon are very noticeable as well, but are balanced out by the chocolate and alcohol so it's never too overpowering. The chocolate and vanilla thicken this beer, and the heat of the chiles and brandy/rum leave a nice heat. Phenomenal beer that deserves the praise it's received.",4.99
65,Hunahpu's Imperial Stout - Double Barrel Aged,"Pours one shade shy of black with not head, just a tight band around the shoulders. Nose reveals chocolate, peanut butter and a hit of cinnamon. Taste follows nose. Mouthfeel is light-medium in body with a mild, even carbonation, a hit of heat and a kiss of acidity. All and all a nice beer but I don't get too much of the barrel.",4.23
66,Hunahpu's Imperial Stout - Double Barrel Aged,"Pours a thick, oily pitch black coloration with a small, creamy head. The beer downright sticks to the glass as you swirl it, leaving a short-lived film of dark beer and white lace. Smell is somewwhat subdued, pretty underwheming compared to the taste. Cinnamon is most noticeable, with a sort of odd earthy, musty, woody aroma being pretty dominant as well. Perhaps a hint of coconut there. Taste is quite complex, lots of chocolate and rum noticeable at first, with a decent bit of cinnamon and vanilla coming through as well. The chili really grows as you drink and the beer warms. Quite noticeable in the aftertaste in a really pleasant way. Quite a bit of warm boozyness there as well, but very smooth and mellow at the same time. Mouthfeel really is fantastic, very thick, sticky, almost oily and very smooth. I was considering waiting for CBS for my 100th review, but I think this one will do nicely. The barrel-aging really did wonders to the quite overrated Hunapuh here, adding a certain complexity from the brandy and rum notes along with making the chili stand out more and generally mellowing out the beer, creating a richer harmony. Still smells really weird though.",4.35
67,Hunahpu's Imperial Stout - Double Barrel Aged,"Very Dark brown with a tan head. It appeared to be less thick on the pour particularly compared to Man Bear Pig which we had drank before this beer.
Boozy on the nose but not over powering which is just the way it finishes. Malt chocolate, slightly spicy, sweet molasses but not overly sweet. I liked the balance in flavors.",4.64
68,Hunahpu's Imperial Stout - Double Barrel Aged,Poured into a tulip glass via bottle (2016 Edition),4.66
69,Hunahpu's Imperial Stout - Double Barrel Aged,This review is for batch 2.,4.36
70,Hunahpu's Imperial Stout - Double Barrel Aged,With so much talk about this being a disappointment This beer was fantastic. Has a slight chili smell. This is some chili up front followed by nice barrel flavor.some spice comes through and had a rich body. Overall really delicious.,4.44
71,Hunahpu's Imperial Stout - Double Barrel Aged,Thanks much to chicagopubcrawler for making this one happen.,4.71
72,Hunahpu's Imperial Stout - Double Barrel Aged,"Batch 2, snifter, shared with my brother",4.73
73,Hunahpu's Imperial Stout - Double Barrel Aged,Very dark appearance with slight tan head that dissipates quickly. Aroma is a very prominent and pleasant cinnamon and vanilla. Taste is also a prominent cinnamon and pleasant vanilla accent and prominent chili burn.,4.52
74,Hunahpu's Imperial Stout - Double Barrel Aged,"2016 vintage
750ml bottle poured into a balloon glass",4.64
75,Barrel-Aged Abraxas,"Pours very dark black with a thin tan head on top, Smells of Cinnamon Toast Crunch soaked in Bourbon which I think is pretty nice. The taste of the beer has the cinnamon and the touch of spice in there along with the vanilla and chocolate. The feel is nice and silky, doesn't burn the throat or mouth from the adjuncts which is perfect. Overall it's an outstanding beer and was fortunate to try it finally.",4.34
76,Barrel-Aged Abraxas,"Big time grail for me. Vintage 2019 on tap at Bier Station, consumed and reviewed October 2021.",4.64
77,Barrel-Aged Abraxas,"Look - black thick and a nice tan rimming almost no head. Fantastic skimming
Smell - so much barrel with a great balance of vanilla, cinnamon, and chocolate
Taste - boozy with a fantastic blend of cinnamon vanilla chocolate. Nice woody caramel bba taste. Boozy
Feel - full body creamy with a slight carb
Overall - just incredible",4.74
78,Barrel-Aged Abraxas,"Had a friend surprise me with this, so excited to finally give it a try! Black body with a brown head. Aromas of the barrel fueling the cinnamon, vanilla, and cocoa to decent heights, peppers, rye and oak linger. Taste has the whiskey from the barrel merge well with the caramel, vanilla, cocoa, brown sugar and cinnamon, with the peppers, rye, and oak providing a beautiful contrasting wave. Almost has hints of cola as it warms. Feel is warm and more sturdy than the orignal, but the adjunct textures are dulled a bit, oak is a pleasant backbone. It is wonderful, but I have to admit the orignal abraxas still is first in my heart for the series.",4.53
79,Barrel-Aged Abraxas,February 5th: Side by side tasking with regular 2018 Abraxas. Low carbonation. A little barrel and pepper heat. Decent thickness. For me this is better than non BA but only marginally.,4.5
80,Barrel-Aged Abraxas,"Bottle @ Perennial. Crazy cinnamon sugar, coconut, and marshmallow on the nose. Lots of dark chocolate, vanilla, fudge, and whiskey. Damn. The cinnamon really makes the flavor for me. Great spice balances out the sweet chocolate, vanilla, and coconut. A touch of marshmallow and somewhat moderate rye/whiskey. Awesome beer.",4.3
81,Barrel-Aged Abraxas,"On premise pour while picking up bottle from 2020 oznr lottery. Thick, spicy, sweet. Couldn’t be happier about this. King of Mexican chocolate beers",5
82,Barrel-Aged Abraxas,"Pours pitch black with tan head. Aroma is as expected. Roast, spice and booze. Flavor was a tad shallow. I was expecting more bold flavors considering. Overall, I expected more. Still, solid for what it is.",4
83,Barrel-Aged Abraxas,Excellent execution of the Mayan mocha style. The rye barrel spice marries wonderfully with the adjunct profile the abraxas provides. Absolutely unique and a legendary beer amongst the pastry scene. All hail the king.,5
84,Barrel-Aged Abraxas,2020 wasn’t as great as previous years and was a let down. I was looking forward to this one more than any other beer out of the societe du chene membership.,3.85
85,Barrel-Aged Abraxas,Another one I had for the first time in 2020. Typically I don't care for beer that has chile peppers infused but this one hits the nail on the hand. The perfect blend with cinnamon.,4.95
86,Barrel-Aged Abraxas,2019 Vintage (13% ABV) - Gold wax-dipped bottle - Poured into a stemless snifter at 48°F.,4.16
87,Barrel-Aged Abraxas,"Drank from a 750 ml / 1pt 9.4 fl oz gold wax dipped bottle acquired in a trade with cpsfgd
2020 vintage",4.33
88,Barrel-Aged Abraxas,"Insanely great stout! Lots of the expected goodies: Choco, coffee- but also the amazing cinnamon. Really good, and much more solid body than the none BA.",4.58
89,Barrel-Aged Abraxas,"Black in color with no penetration to light. The aroma is of cinnamon, chocolate fudge, vanilla, and whiskey. I’m tasting dark chocolate brownies, cinnamon, vanilla, and whiskey. The mouth is lusciously smooth and insanely drinkable for 13%.",4.51
90,Barrel-Aged Abraxas,2019 edition poured into a tulip glass via draft,4.51
91,Barrel-Aged Abraxas,"Had on draft from a snifter at Perennial.
L: Dark, not totally black, but close, with a thin brown head.
S: Choc-o-lot
T: Very chocolate as well, cinnamon rounded out at the end. I didn't get a ton of heat when cold, but the second half of my pour it comes out nicely at the back end and really augments the rest of the bear. The whiskey is apparent throughout as well, but not as some of their other barrel aged beers.
F: Viscous and in a way that works well with the beer.
O: This was like drinking two different beers warm and cold, which was awesome. A nearly perfectly balanced beer and this coming from someone who usually doesn't like cinnamon in his stouts.",4.74
92,Barrel-Aged Abraxas,"On tap at Hops & Pie(10/2017). Black appearance with a small tan colored head. Pleasant aroma of light chili peppers, chocolate malt, vanilla, cinnamon, light oak and a touch of whiskey barrel. Similar flavor, rich, malty and moderately sweet with a lightly spiced bitterness. Medium to full body with soft carbonation, a smooth feel and a balanced finish. An excellent sipper overall.",4.74
93,Barrel-Aged Abraxas,"The beer pours Pitch Black with a medium dark brown head that recedes quickly. It has low carbonation. The beer smells of cinnamon, nutmeg, Chillies, and earthy chocolate. It tastes of cinnamon, nutmeg, mild spice from the Chillies, earthy chocolate, and light barrel. The feel is medium and well balanced. A great barrel aged stout, but not really blowing me away.",4.52
94,Barrel-Aged Abraxas,"Obsidian black, with burnt motor oil brown edges at a closer look, and very minimal visible carbonation, but for a thin dark mocha ring that dies to a silky surface fairly quickly.",4.22
95,Barrel-Aged Abraxas,"Pours a pitch black coloration with a small, creamy head. Smell is dominated by rich chocolate fudge and an intense cinnamon note, as well as a strong earthy, oaky, peppery rye barrel note and hints of vanilla and chili. Taste follows the nose, being dominated by chocolate fudge, cinnamon and and a subtle but complex rye barrel character of earthy, musty, oaky, peppery notes, as well as lighter notes of roasted malt, vanilla, chili peppers and just a hint of dark fruits. Finishes with a light sweetness and some cinnamon and oaky, spicy notes lingering in the aftertaste. Full, creamy mouthfeel with a rich body and low carbonation.",4.3
96,Barrel-Aged Abraxas,Had side-by-side with KBBS and it won the night. Retains all the amazing notes of regular Abraxas with a perfect barrel character and mouth feel. Amazing beer!,4.9
97,Barrel-Aged Abraxas,"Completely by accident, I ran across this beer at a craft beer bar that I frequent - had never heard of Abraxas. Barrel aged imperial stout sounded like the kind of beer I like, so I got a small taste just to see if I wanted a full pour. Didn't take long to decide...in fact, I had a second pour because I couldn't imagine any of the other 99 or so taps could have anything this delicious.",5
98,Barrel-Aged Abraxas,"Lucky enough to get a tip of when this was tapping at this year's Great Taste of the Midwest. Otherwise I probably would have missed it. Because with so many beers to try, I find it hard to keep track of when specific beers are being tapped. But I am very grateful that I was near the Perennial tent around 2:00 when they started pouring what turned out to be one of the best beers I have ever had.",4.91
99,Barrel-Aged Abraxas,"Sample at Mikkeller Beer Celebration Copenhagen 2018, Green Session. Aroma has spicy notes like cinnamon and chili with whiskey and dark chocolate on top. Taste is spicy but well balanced with dark chocolate bitterness and light chili heat.",4.7
100,Heady Topper,"There's something magical about drinking a heady: from that delicious first sip to the absolute satisfaction of the last... the hype is real. After many years, I'm still in love with this beer because of its complex yet delicious presentation. Oh, and the smell could wake a sick person from a deathly slumber to delighted excitement.",5
101,Heady Topper,"Great brew, very tasty and loaded with a good variety of hops. Rare, which is why I was so grateful to acquire two 4packs. Not the best beer I have ever had - Personally I think focal banger is better. Focal Banger is in my top 5. Would buy focal banger again would not buy heady topper again.",4.29
102,Heady Topper,"Beautiful hazy golden color with thick, white lasting cap and excellent lacing.",4.49
103,Heady Topper,"Review 1600
The Alchemist
Heady Topper
Date: 09 June 2021
It has been on my wants for years; I only dreamed of the day I got this beer. Once my holy grail, now on to the next whale. I have drunk 1600 beers on BA and Reviewed 99%. As I look back since I began this journey, I am dumbfounded by how far I have come. My palate continues to improve; with every sip of beer, my beer knowledge grows, and my appreciation for the craft multiplies exponentially. The beer is 44 degrees, and I used my Jester King glass. The pour created a massive three-fingered bright white head with excellent retention. The foamy and soapy head dissipated slowly, tatting lacing on the glass. The color is SRM 5, pale straw with light golden hues. The clarity of the beer is somewhat hazy, with yeast floating in the liquid. The beer is sublime.",4.99
104,Heady Topper,"I live in VT and buy a pack of these every couple months. Most recent was canned ten days before consumption, yesterday and tonight.",4.96
105,Heady Topper,"I know I'm supposed to drink it from the can... buuuut it pours a semi clear yellow orange color with a medium bodied white colored head that fades quickly but laces the glass nicely on the way down. Smells of sweet roasted malts, a mix of earthy, floral, and citrus hops finish up the nose. Tastes of sweet roasted malts and then finishes of a nice mix of floral, earthy, and citrusy hops. It's somewhere in between the IPAs of yesterday and the NEIPA craze of today. It's crisp yet smooth, perfect amount of carbonation. Excellent beer.",4.74
106,Heady Topper,"Pint can of Heady-Topper dated 06/05/21. Served in a can glass, because I want to. Pours slightly hazy and with a nice white head, though not quite as cloudy or murky as Focal Banger. Aroma is not the most potent, but it has a more traditional pine hop profile than I expected. Inhaling deeply I do get a bit of sweet juice. Flavor is big on those tropical juicy flavors. Guava, mango, grapefruit zest. Where Focal Banger has considerable IBUs and conventional alpha bitterness, Heady Topper has the strength and even a hint of the 8% ABV is actually present on the palate. But this is really only a comparative defect; compared to millions of other IPAs the alcohol is still very well hidden.",4.02
107,Heady Topper,"Appearance: Clear, light amber (unfiltered) with fluffy white head with good retention",4.65
108,Heady Topper,Other breweries that arent focusing on making pine the central-flavor of their IPAs aren’t doing it right.,4.97
109,Heady Topper,"I finally had a chance to try this East Coast IPA and compare it to the West Coast Pliny The Elder, as it is now being sold in the San Francisco Bay Area.",4.19
110,Heady Topper,"Finally had a chance to taste this. I wasn't disappointed, just a great beer. It had a bit more bitterness than I was expecting. Would love to have it fresh from the brewery to see if my thoughts would change.",4.15
111,Heady Topper,Pours only slightly hazy with a good carbonation. The overall taste is smooth and slightly sweet. it has a slight lean toward orange and mango with good mouthfeel. It defies the 8%.,4.77
112,Heady Topper,"Genuinely one of the best beers in the world. I have no idea how they managed to say the beer has ""waves and waves of hop flavor"" and then actually accomplish that. There is without a doubt sorcery involved here but I'll take it. It is worth selling your soul for on at least six days of the week.",4.89
113,Heady Topper,"Canned 6/21/21/Poured on 7/2/21...Sweet, tropical hoppy, slightly malty, and sweet piney-dank nose on this one! Taste follows with a malty-sweet, and prominent piney-hoppy bitter finish...some mild nuttiness shows up on the backend as it warms. This is an old-school, tasty brew...and I am glad I finally got to try this!",4.15
114,Heady Topper,"This one is a throwback to the good old days of pine flavored IPA's. Pine and resin are the main aromas followed by citrus, and tropical hops in the foreground. Candy malt backbone to support the beer. Slight astringency. Strong bitterness that last for a while. Despite it's strength and bitterness I still find it very drinkable and the malts do a good job of supporting the more powerful flavors. Very good.",4.59
115,Heady Topper,"OG of IPAs…. By today’s standards don’t think I’m giving it 100, but definitely need to have at least once in your life! Not the palate review ya’ll we’re expecting",4.13
116,Heady Topper,Drank from a 16 oz can dated 5/21/21. Golden opaque yellow with decent initial foam - poured partially into a glass to observe color. Very pleasant albeit strong and thick - good feel. Not sure I can really add to what's already been posted. Worthy of the hype.,4.4
117,Heady Topper,"Pours a clear golden color with a big fluffy white head which lingers for a while. There’s some sediment which drops to the bottom. Big tropical fruit especially pineapple, apple with pine, grass and hops on the nose. Taste is outstanding...well balanced sweetness on the front of tropical fruit with some dankness which turns to a dense hopslam of bitterness which isn’t overpowering but lingers. As advertised! Brilliant brew!",4.72
118,Heady Topper,"Purchased as a 4 pk from a chilled case. Consumed about 1 month after brew date. Nice gold color with moderate haze/no floaties, beautiful white voluminous head that lasts a awhile and leaves some nice lacing. Smell was more muted than I expected given the advertised emphasis on the hops, but the flavor was very nice and complex with no single flavor dominating. This is like a whole bunch of ingredients mashed up together, but in a good way so that nothing slaps you in the face as a single ingredient carrying most of the load. Yes, I did drink some from the can but no big difference from the flavor in the glass, and this one looks so nice it is a shame not to take in the visual pleasure. Overall really nice but the cost ($18/4pk) is off-putting since other darned good IPAs can be had for significantly less.",4.71
